umls_cui,drug_Raw_Name,src_nm,umls_sem_typ1,umls_sem_typ2,umls_sem_typ3
C0068285,N-Succinimidyl 3-(2-Pyridyldithio)Propionate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0245420,1-(1-(2-Benzo(B)Thienyl)Cyclohexyl)Piperidine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0044222,1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0044397,1-Hexadecyl-2-Acetyl-Glycero-3-Phosphocholine,MeSH_PA,Pharmacologic Substance,Lipid,
C0045822,2-Amino-3;8-Dimethylimidazo(4;5-F)Quinoxaline,MeSH_PA,Pharmacologic Substance,Hazardous or Poisonous Substance,Organic Chemical
C0092488,2-Amino-4-Methyl-5-Phosphono-3-Pentenoic Acid,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0046427,2-Nitro-4-Carboxyphenyl-N;N-Diphenylcarbamate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0047180,3-(Trifluoromethyl)-3-(3-Iodophenyl)Diazirine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0257129,3-Methyl-5-(1-Methyl-2-Pyrrolidinyl)Isoxazole,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0663164,Alpha-Cyano-(3;4-Dihydroxy)-N-Benzylcinnamide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0067558,N-(6-Methoxy-8-Quinolyl)-4-Toluenesulfonamide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0067757,N-Acetylmuramyl-Alanylglutamine-N-Butyl Ester,MeSH_PA,Biologically Active Substance,Amino Acid; Peptide; or Protein,
C0214900,1-(5-Isoquinolinylsulfonyl)-3-Methylpiperazine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0291312,1;2-Dichloro-1;2;3;3;4;4-Hexafluorocyclobutane,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0089089,1-Arabinofuranosylcytosine-5'-Stearylphosphate,MeSH_PA,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C0045715,2-(4-(Dimethylamino)Styryl)-1-Methylpyridinium,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0046312,2-Methoxy-5-(2';3';4'-Trimethoxyphenyl)Tropone,MeSH_PA,Organic Chemical,,
C0291978,3-(5'-Hydroxymethyl-2'-Furyl)-1-Benzylindazole,MeSH_PA,Organic Chemical,,
C1323140,4-(3-Butoxy-4-Methoxybenzyl)-2-Imidazolidinone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0047947,4-(Methylnitrosoamino)-4-(3-Pyridyl)-1-Butanol,MeSH_PA,Hazardous or Poisonous Substance,Organic Chemical,
C0048979,5-(2-Cyclohexylidene-Ethyl)-5-Ethylbarbiturate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0098021,5-(3-Methyl-1-Triazeno)Imidazole-4-Carboxamide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0050174,9-(2-Phosphonylmethoxyethyl)-2;6-Diaminopurine,MeSH_PA,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C0050181,9-(3-Hydroxy-2-Phosphonylmethoxypropyl)Adenine,MeSH_PA,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C0130188,N-(2-Guanidinoethyl)-5-Isoquinolinesulfonamide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0088718,1-(2-Nitro-1-Imidazolyl)-3-Aziridino-2-Propanol,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0384984,1;3-Dipropyl-8-(2-(5;6-Epoxy)Norbornyl)Xanthine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0043958,1;3-Dipropyl-8-(2-Amino-4-Chlorophenyl)Xanthine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0072671,1-Palmitoyl-2-Pyrenedecanoylphosphatidylcholine,MeSH_PA,Pharmacologic Substance,Lipid,
C0092277,2-(N-Phenethyl-N-Propyl)Amino-5-Hydroxytetralin,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0045149,2';7'-Bis(Carboxyethyl)-5(6)-Carboxyfluorescein,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0045811,2-Amino-1-Methyl-6-Phenylimidazo(4;5-B)Pyridine,MeSH_PA,Hazardous or Poisonous Substance,Organic Chemical,
C0046943,3;4;8-Trimethylimidazo(4;5-F)Quinoxalin-2-Amine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0047928,4-(Aminosulfonyl)-7-Fluoro-2;1;3-Benzoxadiazole,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0210442,6-Aminoquinolyl-N-Hydroxysuccinimidyl Carbamate,MeSH_PA,Organic Chemical,,
C0053679,Bis(1;3-Diethylthiobarbiturate)Trimethineoxonol,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0754781,N(6)-Methyl-2'-Deoxyadenosine 3';5'-Diphosphate,MeSH_PA,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C0067561,N-(7-Dimethylamino-4-Methylcoumarinyl)Maleimide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0622338,N-Alanylproline-O-(4-Nitrobenzoyl)Hydroxylamine,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0668028,(2-(Trimethylammonium)Ethyl)Methanethiosulfonate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0950895,2-(4-Morpholinyl)-8-Phenyl-4h-1-Benzopyran-4-One,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0045376,2;3-Dioxo-6-Nitro-7-Sulfamoylbenzo(F)Quinoxaline,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0092521,2-Amino-6-Methyldipyrido(1;2-A-3';2'-D)Imidazole,MeSH_PA,Hazardous or Poisonous Substance,Organic Chemical,
C0638720,3-Carboxyphenyl Phenylacetamidomethylphosphonate,ChEBI,Pharmacologic Substance,Organophosphorus Compound,
C0046798,3'-Deamino-3'-(3-Cyano-4-Morpholinyl)Doxorubicin,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0048876,5;5'-Bis(8-(Phenylamino)-1-Naphthalenesulfonate),MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0384992,Manganese(Iii)-Tetrakis(4-Benzoic Acid)Porphyrin,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0067333,N;N-Bis(Trimethylsilyl)-2;2;2-Trifluoroacetamide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0646856,Poly-1-6-Glucopyranosyl-1-3-Glucopyranose Glucan,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0043637,(Ethylenedinitrilo)-Tetramethylenephosphonic Acid,MeSH_PA,Pharmacologic Substance,Organophosphorus Compound,
C0044083,1-((2-Hydroxyethoxy)Methyl)-6-(Phenylthio)Thymine,MeSH_PA,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C0047061,3;6-Bis(5-Chloro-2-Piperidyl)-2;5-Piperazinedione,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0258113,4-((3-Bromophenyl)Amino)-6;7-Dimethoxyquinazoline,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0047952,4-(N;N-Dimethylaminoazobenzene)-4'-Isothiocyanate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C1434851,4';5'-Dihydro-11;5'-Dihydroxy-4'-Methoxytephrosin,ChEBI,Organic Chemical,,
C0130149,N-(2'-(Dimethylamino)Ethyl)Acridine-4-Carboxamide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0911258,N;N-Diethyl-2-((4-Phenylmethyl)Phenoxy)Ethanamine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C3253091,(4-Methoxyphenyl)(1-Pentyl-1h-Indol-3-Yl)Methanone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0091873,2-((2-(Dimethylamino)Ethyl)Thio)-3-Phenylquinoline,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0095225,3-Beta-(2-(Diethylamino)Ethoxy)Androst-5-En-17-One,MeSH_PA,Pharmacologic Substance,Steroid,
C0048536,4-N;N-Dimethylaminoazobenzene-4'-Sulfonyl Chloride,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C1812577,8-(N;N-Diethylamino)Octyl-3;4;5-Trimethoxybenzoate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0296871,Benzyloxycarbonyl-Asp-Ch2oc(O)-2;6-Dichlorobenzene,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0057126,Dansylglutamyl-Glycyl-Arginine Chloromethyl Ketone,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0067452,N-(2-(Methylamino)Ethyl)-5-Isoquinolinesulfonamide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0067319,N;N;N';N'-Tetrakis(2-Pyridylmethyl)Ethylenediamine,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0044348,1-Cyclohexyl-3-(2-(4-Morpholinyl)Ethyl)Carbodiimide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0046305,2-Mercaptomethyl-3-Guanidinoethylthiopropionic Acid,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0047123,3-(2-Carboxypiperazin-4-Yl)Propyl-1-Phosphonic Acid,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0047943,4-(Isopropylamino)-2-(2-Pyridyl)-2-Phenylbutyramide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0047964,4-(N-Methyl-N-Nitrosamino)-1-(3-Pyridyl)-1-Butanone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C1144535,4'-O-Demethylknipholone-4'-O-Beta-D-Glucopyranoside,ChEBI,Organic Chemical,,
C0995162,5-Amino-3-((5-Nitro-2-Furyl)Vinyl)-1;2;4-Oxadiazole,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C2935310,5-Hydroxy-6-Methoxy-2-Methylchromone-7-O-Rutinoside,ChEBI,Pharmacologic Substance,Carbohydrate,
C0102733,Alpha-Pentyl-3-(2-Quinolinylmethoxy)Benzenemethanol,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0053771,Bis-Neodecanoato-1;2-Diaminocyclohexaneplatinum(Ii),MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0950855,N-(2-Cyclohexyloxy-4-Nitrophenyl)Methanesulfonamide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0071711,Polyvinylmethoxyethylene-Maleic Anhydride Copolymer,MeSH_PA,Organic Chemical,,
C1571594,2-Ethyl-8-Methyl-2;8-Diazaspiro(4;5)Decane-1;3-Dione,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0047292,3-Chloro-4-(Dichloromethyl)-5-Hydroxy-2(5h)-Furanone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0096469,4-(2-Succinimidoethylthio)Phenyl 4-Guanidinobenzoate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0059821,Ethylenediamine-N;N'-Bis(2-Hydroxyphenylacetic Acid),MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0047117,3-(2;4-Dinitroanilino)-3'-Amino-N-Methyldipropylamine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0098524,5-Methoxy 3-(1;2;3;6-Tetrahydro-4-Pyridinyl)1h Indole,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0378035,Bis(Tri-N-Hexylsiloxy)(2;3-Naphthalocyaninato)Silicon,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0044191,1-(4-(Trimethylamino)Phenyl)-6-Phenylhexa-1;3;5-Triene,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0040270,1;2-Dihydroxybenzene-3;5-Disulfonic Acid Disodium Salt,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0088222,1;3;4;6-Tetrachloro-3 Alpha;6 Alpha-Diphenylglycoluril,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0044981,17-N;N-Diethylcarbamoyl-4-Methyl-4-Azaandrostane-3-One,MeSH_PA,Pharmacologic Substance,Steroid,
C0045246,2;2'-Azino-Di-(3-Ethylbenzothiazoline)-6-Sulfonic Acid,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0046181,2-Hydroxyamino-1-Methyl-6-Phenylimidazo(4;5-B)Pyridine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0212815,2-Phenyl-4;4;5;5-Tetramethylimidazoline-1-Oxyl-3-Oxide,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0536538,3-(4-(4-Chlorophenyl-4-Hydroxypiperidino)Methyl)Indole,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0099224,6-Hydroxy-2;5;7;8-Tetramethylchroman-2-Carboxylic Acid,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0533362,Butyloxycarbonyl-O-Methyl-Aspartyl-Fluoromethyl Ketone,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0059740,Ethyl 2-(5-(4-Chlorophenyl)Pentyl)Oxiran-2-Carboxylate,MeSH_PA,Organic Chemical,,
C0043824,1;2-Dihydroxy-Epoxy-1;2;3;4-Tetrahydro-5-Methylchrysene,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0044248,1-0-Octadecyl 2-0-Acetyl Sn-Glycero-3-Phosphorylcholine,MeSH_PA,Pharmacologic Substance,Biologically Active Substance,Lipid
C0044444,1-Methyl-4-(2'-Methylphenyl)-1;2;3;6-Tetrahydropyridine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0045279,2;2;5;5-Tetramethyl-1-Pyrrolidinyloxy-3-Carboxylic Acid,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0950498,3-(2-Ethylphenyl)-5-(3-Methoxyphenyl)-1h-1;2;4-Triazole,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0674974,Ac-Aspartyl-Glutamyl-Valyl-Aspartyl-Aminomethylcoumarin,MeSH_PA,Amino Acid; Peptide; or Protein,,
C0053318,Benzyloxycarbonylphenylalanylalanine Diazomethyl Ketone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0130390,N-(9h-(2;7-Dimethylfluoren-9-Ylmethoxy)Carbonyl)Leucine,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0141203,S-2-(3-Methylaminopropylamino)Ethylphosphorothioic Acid,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0088711,1-(2-Methoxyphenyl)-4-(4-(2-Phthalimido)Butyl)Piperazine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0043775,1;2-Bis(2-Aminophenoxy)Ethane-N;N;N';N'-Tetraacetic Acid,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0046352,2-Methyl-6-Phenyl-3;7-Dihydroimidazo(1;2-A)Pyrazin-3-One,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0252498,6-(1h-Imidazol-1-Yl)-7-Nitro-2;3(1h;4h)-Quinoxalinedione,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0211574,Fluoromethyl 2;2-Difluoro-1-(Trifluoromethyl)Vinyl Ether,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0067155,N(2)-(4-N-Butylphenyl)-2'-Deoxyguanosine 5'-Triphosphate,MeSH_PA,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C2930498,N-Hydroxy-N-(1-(4-(Phenylmethoxy)Phenyl)Ethyl)-Acetamide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0143954,Succinyl-Leucyl-Leucyl-Valyl-Tyrosyl-Methylcoumarinamide,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Amino Acid; Peptide; or Protein,
C0069393,2-Methyl-3-(4-(3-Pyridinylmethyl)Phenyl)-2-Propenoic Acid,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0094793,3-(1;2;5;6-Tetrahydropyrid-4-Yl)Pyrrolo(3;2-B)Pyrid-5-One,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0047069,3;7;11;15-Tetramethyl-2;4;6;10;14-Hexadecapentaenoic Acid,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C2974769,4;4'-(1;2-Dimethyl-1;2-Ethanediyl)Bis-2;6-Piperazinedione,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0107942,N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline,MeSH_PA,Biologically Active Substance,Amino Acid; Peptide; or Protein,
C0044378,1-Ethyl-3-(3-(Dimethylamino)Propyl)Carbodiimide Methiodide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0045751,2-(Beta-(3-Iodo-4-Hydroxyphenyl)Ethylaminomethyl)Tetralone,MeSH_PA,Organic Chemical,,
C0949470,2;3;4;5-Tetrahydro-7;8-Dihydroxy-1-Phenyl-1h-3-Benzazepine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0047101,3-((3-Cholamidopropyl)Dimethylammonium)-1-Propanesulfonate,MeSH_PA,Pharmacologic Substance,Steroid,
C0383779,Benzyloxycarbonylvalyl-Alanyl-Aspartyl Fluoromethyl Ketone,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0388131,N-Acetyl-Tyrosyl-Valyl-Alanyl-Aspartyl Chloromethyl Ketone,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0166856,N-Cyano-N'-(1;1-Dimethylpropyl)-N''-(3-Pyridinyl)Guanidine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0045644,2-((((2-Chloroethyl)Nitrosoamino)Carbonyl)Amino)Propanamide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0130141,N-(2-(4-Bromocinnamylamino)Ethyl)-5-Isoquinolinesulfonamide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0067516,N-(4-(7-Diethylamino-4-Methylcoumarin-3-Yl)Phenyl)Maleimide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0014614,Phenylphosphonothioic Acid; 2-Ethyl 2-(4-Nitrophenyl) Ester,MeSH_PA,Pharmacologic Substance,Hazardous or Poisonous Substance,Organophosphorus Compound
C0212660,2-(4-(Quinolin-2-Yl-Methoxy)Phenyl)-2-Cyclopentylacetic Acid,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0094912,3-(4;5-Dimethylthiazol-2-Yl)-2;5-Diphenyltetrazolium Bromide,ChEBI,Pharmacologic Substance,Organic Chemical,
C0949477,4;5-Dihydro-1-(3-(Trifluoromethyl)Phenyl)-1h-Pyrazol-3-Amine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0067901,N-Cyclohexyl-N'-(4-Dimethylamino-Alpha-Naphthyl)Carbodiimide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0087344,(2-(2';6'-Dimethoxy)Phenoxyethylamino)Methylbenzo-1;4-Dioxane,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C1122500,1-(2'-Amino-3';3'-Dimethylbutanoyl)Pyrrolidine-2-Carbonitrile,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0293183,1-(4-Ethynylphenyl)-4-Propyl-2;6;7-Trioxabicyclo(2.2.2)Octane,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0045542,2;5-Bis(1-Aziridinyl)-3;6-Bis(2-Methoxyethoxy)-4-Benzoquinone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0380337,4-(4-Fluorophenyl)-2-(4-Hydroxyphenyl)-5-(4-Pyridyl)Imidazole,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0218075,4-Diethoxyphosphorylmethyl-N-(4-Bromo-2-Cyanophenyl)Benzamide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0067099,N'-(2-Chloroethyl)-N-(2-(Methylsulfonyl)Ethyl)-N'-Nitrosourea,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0067563,N-(7-Nitrobenz-2-Oxa-1;3-Diazol-4-Yl)Phosphatidylethanolamine,MeSH_PA,Pharmacologic Substance,Lipid,
C0067649,N-Acetyl-Beta-Glucosaminyl-N-Acetylmuramyl-Alanylisoglutamine,MeSH_PA,Immunologic Factor,Amino Acid; Peptide; or Protein,
C0950602,1-(2-(Diphenylmethoxy)Ethyl)-4-(3-Phenyl-2-Propenyl)Piperazine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0290327,1;2-Epoxy-3;4-Dihydroxy-1;2;3;4-Tetrahydrobenzo(C)Phenanthrene,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0048880,5;5'-Dimethyl-Bis(2-Aminophenoxy)Ethane-N;N;N';N'-Tetraacetate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0532119,Acetyl-Aspartyl-Glutamyl-Valyl-Aspartyl-Amino-4-Methylcoumarin,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C2930755,2-Methyl-4-Chlorophenoxyacetic Acid; Dicamba Herbicide Solution,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Hazardous or Poisonous Substance,
C0098961,6-(Bromomethylene)Tetrahydro-3-(1-Naphthaleneyl)-2h-Pyran-2-One,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0054677,Benzyloxycarbonyl-Phenylalanylarginine-4-Methylcoumaryl-7-Amide,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Amino Acid; Peptide; or Protein,
C0066167,Methoxysuccinyl-Alanyl-Alanyl-Prolyl-Valine Chloromethyl Ketone,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0141132,S;S'-(2-(Dimethylamino)-1;3-Propanediyl)Thiosulfuric Acid Ester,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0088459,1;5-Dihydro-7-(1-Piperidinyl)-Imidazo(2;1-B)Quinazolin-2(3h)-One,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0759116,3-(2-Hydroxy-1-Methyl-2-Nitrosohydrazino)-N-Methyl-1-Propanamine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0141130,S(Alpha)-Methyl-6-(2-Quinolinylmethoxy)-2-Naphthaleneacetic Acid,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0091333,2;3;5-Trimethyl-6-(12-Hydroxy-5;10-Dodecadiynyl)-1;4-Benzoquinone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0100278,8-Iodo-2;3;4;5-Tetrahydro-3-Methyl-5-Phenyl-1h-3-Benzazepine-7-Ol,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C1455833,Trans-1;4-Bis(2-Chlorobenzaminomethyl)Cyclohexane Dihydrochloride,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0044133,1-(2-Chloroethyl)-3-(2-(Dimethylaminosulfonyl)Ethyl)-1-Nitrosourea,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0044884,15-Hydroxy-11 Alpha;9 Alpha-(Epoxymethano)Prosta-5;13-Dienoic Acid,MeSH_PA,Pharmacologic Substance,Eicosanoid,
C0764637,2-(3;5-Dimethylpiperidino)Ethyl 4-Amino-5-Chloro-2-Methoxybenzoate,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0093299,2-Methoxy-4-Amino-5-Chlorobenzoic Acid 2-(Diethylamino)Ethyl Ester,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0665709,4-Amino-5-(4-Methylphenyl)-7-(Tert-Butyl)Pyrazolo(3;4-D)Pyrimidine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0291062,Benzyloxycarbonyl-Isoleucyl-Glutamyl(O-Tert-Butyl)-Alanyl-Leucinal,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0092100,2-(4-(2-Carboxyethyl)Phenethylamino)-5'-N-Ethylcarboxamidoadenosine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0096325,4;5-Dihydro-6-(4-(Imidazol-1-Yl)Phenyl)-5-Methyl-3(2h)-Pyridazinone,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0097797,5;5';6;6'-Tetrachloro-1;1';3;3'-Tetraethylbenzimidazolocarbocyanine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0253503,Cyclo(7-Aminoheptanoylphenylalanyl-Tryptophyl-Lysyl-Benzylthreonyl),MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0129914,N;N-Diallyl-Tyrosyl-Alpha-Aminoisobutyric Acid-Phenylalanyl-Leucine,MeSH_PA,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0131383,N-N-Propyl-N-Phenylethyl-4(3-Hydroxyphenyl)Ethylamine Hydrochloride,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C1306149,(4-(M-Chlorophenylcarbamoyloxy)-2-Butynyl)Trimethylammonium Chloride,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0088645,1-(2-(3-(4-Methoxyphenyl)Propoxy)-4-Methoxyphenylethyl)-1h-Imidazole,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0047956,4-(N-(Iodoacetoxy)Ethyl-N-Methyl)Amino-7-Nitrobenz-2-Oxa-1;3-Diazole,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0047876,4;7-Bis(Chlorosulfophenyl)-1;10-Phenanthroline-2;9-Dicarboxylic Acid,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0098942,6-(4-Fluorophenyl)-2;3-Dihydro-5-(4-Pyridinyl)Imidazo(2;1-B)Thiazole,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0671700,Benzoylcarbonyl-Aspartyl-Glutamyl-Valyl-Aspartyl-Fluoromethyl Ketone,MeSH_PA,Amino Acid; Peptide; or Protein,,
C0043922,1;3-Dichloro-6-Trifluoromethyl-9-Phenanthryl-3-(N-Butyl)Aminopropanol,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0382334,2-(2-Nitro-1h-Imidazol-1-Yl)-N-(2;2;3;3;3-Pentafluoropropyl)Acetamide,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0067241,N(Alpha)-(2-Naphthylsulfonylglycyl)-4-Amidinophenylalanine Piperidide,MeSH_PA,Amino Acid; Peptide; or Protein,,
C0389977,3-((4-(4-Chlorophenyl)Piperazin-1-Yl)Methyl)-1h-Pyrrolo(2;3-B)Pyridine,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0047499,3-Iodo-2-Hydroxy-6-Methoxy-N-((1-Ethyl-2-Pyrrolidinyl)Methyl)Benzamide,MeSH_PA,Indicator; Reagent; or Diagnostic Aid,Organic Chemical,
C0048878,5;5'-Difluoro-1;2-Bis(2-Aminophenoxy)Ethane-N;N;N';N'-Tetraacetic Acid,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C0285351,Alpha-(4-Fluorophenyl)-4-(5-Fluoro-2-Pyrimidinyl)-1-Piperazine Butanol,MeSH_PA,Pharmacologic Substance,Organic Chemical,
C1452916,1;3;5-Trihydroxy-2-(2';2'-Dimethyl-4'-Isopropenyl)Cyclopentanylxanthone,ChEBI,Organic Chemical,,
